QUIH3,2022-11-22 12:30:00,0.0,PP
QUIH3,2022-11-22 12:45:00,0.0,PP
QUIH3,2022-11-22 13:00:00,0.0,PP
SABH3,2022-11-22 12:15:00,0.0,PP
SABH3,2022-11-22 12:30:00,0.0,PP
SABH3,2022-11-22 12:45:00,0.0,PP
SABH3,2022-11-22 13:00:00,0.0,PP
SABH3,2022-11-22 13:00:00,29.52,TAMAX
SABH3,2022-11-22 13:00:00,27.66,TAMIN
SAGH3,2022-11-22 12:15:00,0.0,PP
SAGH3,2022-11-22 12:30:00,0.0,PP
SAGH3,2022-11-22 12:45:00,0.0,PP
SAGH3,2022-11-22 13:00:00,0.0,PP
SALH3,2022-11-22 12:15:00,0.0,PP
SALH3,2022-11-22 12:30:00,0.0,PP
SALH3,2022-11-22 12:45:00,0.0,PP
SALH3,2022-11-22 13:00:00,0.0,PP
SESH3,2022-11-22 12:15:00,0.0,PP
SESH3,2022-11-22 12:30:00,0.0,PP
SESH3,2022-11-22 12:45:00,0.0,PP
SESH3,2022-11-22 13:00:00,0.0,PP
SESH3,2022-11-22 13:00:00,29.09,TAMAX
SESH3,2022-11-22 13:00:00,27.4,TAMIN
SFRH3,2022-11-22 12:15:00,0.0,PP
SFRH3,2022-11-22 12:30:00,0.0,PP
SFRH3,2022-11-22 12:45:00,0.0,PP
SFRH3,2022-11-22 13:00:00,0.0,PP
SIGH3,2022-11-22 12:15:00,1.0,PP
SIGH3,2022-11-22 12:30:00,0.0,PP
SIGH3,2022-11-22 12:45:00,0.0,PP
SIGH3,2022-11-22 13:00:00,0.0,PP
SLOH3,2022-11-22 12:15:00,0.0,PP
SLOH3,2022-11-22 12:30:00,0.0,PP
SLOH3,2022-11-22 12:45:00,0.0,PP
SLOH3,2022-11-22 13:00:00,0.0,PP
SLUH3,2022-11-22 12:15:00,0.0,PP
SLUH3,2022-11-22 12:30:00,0.0,PP
SLUH3,2022-11-22 12:45:00,0.0,PP
SLUH3,2022-11-22 13:00:00,0.0,PP
SMLH3,2022-11-22 12:15:00,0.0,PP
SMLH3,2022-11-22 12:30:00,0.0,PP
SMLH3,2022-11-22 12:45:00,0.0,PP
SMLH3,2022-11-22 13:00:00,0.25,PP
SMLH3,2022-11-22 13:00:00,23.78,TAMAX
SMLH3,2022-11-22 13:00:00,22.77,TAMIN
SPDH3,2022-11-22 12:15:00,0.0,PP
SPDH3,2022-11-22 12:30:00,0.0,PP
SPDH3,2022-11-22 12:45:00,0.0,PP
SPDH3,2022-11-22 13:00:00,0.0,PP
SPDH3,2022-11-22 13:00:00,29.0,TAMAX
SPDH3,2022-11-22 13:00:00,30.75,TAMIN
SRDH3,2022-11-22 12:15:00,0.0,PP
SRDH3,2022-11-22 12:30:00,0.0,PP
SRDH3,2022-11-22 12:45:00,0.0,PP
SUBH3,2022-11-22 12:15:00,0.0,PP
SUBH3,2022-11-22 12:30:00,0.0,PP
SUBH3,2022-11-22 12:45:00,0.0,PP
SUBH3,2022-11-22 13:00:00,0.0,PP
SUIH3,2022-11-22 12:15:00,0.0,PP
SUIH3,2022-11-22 12:30:00,0.0,PP
SUIH3,2022-11-22 12:45:00,0.0,PP
SUIH3,2022-11-22 13:00:00,0.0,PP
TEUH3,2022-11-22 12:15:00,0.0,PP
TEUH3,2022-11-22 12:30:00,0.0,PP
TEUH3,2022-11-22 12:45:00,0.0,PP
TEUH3,2022-11-22 13:00:00,0.0,PP
TEXH3,2022-11-22 12:15:00,0.0,PP
TEXH3,2022-11-22 12:30:00,0.0,PP
TEXH3,2022-11-22 12:45:00,0.0,PP
TEXH3,2022-11-22 13:00:00,0.0,PP
UNIH3,2022-11-22 12:15:00,0.0,PP
UNIH3,2022-11-22 12:30:00,0.0,PP
UNIH3,2022-11-22 12:45:00,0.0,PP
UNIH3,2022-11-22 13:00:00,0.0,PP
